drug_id,protein_id,protein_name,protein_title,drug_name
DB01268,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Sunitinib
DB04879,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Vatalanib
DB05075,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,TG-100801
DB05932,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Denibulin
DB06080,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Linifanib
DB06101,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,IMC-1C11
DB06589,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Pazopanib
DB06626,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Axitinib
DB08896,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Regorafenib
DB09078,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Lenvatinib
DB09079,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Nintedanib
DB11679,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Fruquintinib
DB11800,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Tivozanib
DB12010,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Fostamatinib
DB15685,P35916,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,Selpercatinib
DB00384,P51168,Amiloride-sensitive sodium channel subunit beta,SCNNB_HUMAN,Triamterene
DB00594,P51168,Amiloride-sensitive sodium channel subunit beta,SCNNB_HUMAN,Amiloride
DB00048,P02452,Collagen alpha-1(I) chain,CO1A1_HUMAN,Collagenase clostridium histolyticum
DB04866,P02452,Collagen alpha-1(I) chain,CO1A1_HUMAN,Halofuginone
DB11338,P02452,Collagen alpha-1(I) chain,CO1A1_HUMAN,Clove oil
DB12872,P02452,Collagen alpha-1(I) chain,CO1A1_HUMAN,Vonicog alfa
DB13133,P02452,Collagen alpha-1(I) chain,CO1A1_HUMAN,Von Willebrand factor human
DB00309,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Vindesine
DB01229,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Paclitaxel
DB01248,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Docetaxel
DB01873,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Epothilone D
DB03010,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Patupilone
DB05147,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,CYT997
DB06042,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,ZEN-012
DB06772,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Cabazitaxel
DB08871,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Eribulin
DB12334,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Milataxel
DB12695,Q9H4B7,Tubulin beta-1 chain,TBB1_HUMAN,Phenethyl Isothiocyanate
DB00157,P56181,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUV3_HUMAN,NADH
DB09270,P56181,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUV3_HUMAN,Ubidecarenone
DB00120,O95363,"Phenylalanine--tRNA ligase, mitochondrial",SYFM_HUMAN,Phenylalanine
DB00398,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Sorafenib
DB01268,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Sunitinib
DB04879,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Vatalanib
DB05075,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,TG-100801
DB05913,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,OSI-930
DB05932,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Denibulin
DB06080,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Linifanib
DB06101,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,IMC-1C11
DB06589,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Pazopanib
DB06626,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Axitinib
DB07288,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide
DB08896,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Regorafenib
DB09078,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Lenvatinib
DB09079,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Nintedanib
DB09221,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Polaprezinc
DB10770,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Foreskin fibroblast (neonatal)
DB11679,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Fruquintinib
DB11800,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Tivozanib
DB12010,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Fostamatinib
DB15685,P17948,Vascular endothelial growth factor receptor 1,VGFR1_HUMAN,Selpercatinib
DB00138,Q9UPY5,Cystine/glutamate transporter,XCT_HUMAN,Cystine
DB00142,Q9UPY5,Cystine/glutamate transporter,XCT_HUMAN,Glutamic acid
DB00740,Q9UPY5,Cystine/glutamate transporter,XCT_HUMAN,Riluzole
DB00795,Q9UPY5,Cystine/glutamate transporter,XCT_HUMAN,Sulfasalazine
DB06151,Q9UPY5,Cystine/glutamate transporter,XCT_HUMAN,Acetylcysteine
DB11590,Q9UPY5,Cystine/glutamate transporter,XCT_HUMAN,Thimerosal
DB00157,Q9UBM7,7-dehydrocholesterol reductase,DHCR7_HUMAN,NADH
DB00162,Q9BTZ2,Dehydrogenase/reductase SDR family member 4,DHRS4_HUMAN,Vitamin A
DB00030,P06213,Insulin receptor,INSR_HUMAN,Insulin human
DB00046,P06213,Insulin receptor,INSR_HUMAN,Insulin lispro
DB00047,P06213,Insulin receptor,INSR_HUMAN,Insulin glargine
DB00071,P06213,Insulin receptor,INSR_HUMAN,Insulin pork
DB01277,P06213,Insulin receptor,INSR_HUMAN,Mecasermin
DB01306,P06213,Insulin receptor,INSR_HUMAN,Insulin aspart
DB01307,P06213,Insulin receptor,INSR_HUMAN,Insulin detemir
DB01309,P06213,Insulin receptor,INSR_HUMAN,Insulin glulisine
DB03909,P06213,Insulin receptor,INSR_HUMAN,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"
DB05115,P06213,Insulin receptor,INSR_HUMAN,NN344
DB05120,P06213,Insulin receptor,INSR_HUMAN,AT1391
DB06075,P06213,Insulin receptor,INSR_HUMAN,Linsitinib
DB08513,P06213,Insulin receptor,INSR_HUMAN,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID
DB09129,P06213,Insulin receptor,INSR_HUMAN,Chromic chloride
DB09456,P06213,Insulin receptor,INSR_HUMAN,Insulin beef
DB09564,P06213,Insulin receptor,INSR_HUMAN,Insulin degludec
DB11564,P06213,Insulin receptor,INSR_HUMAN,Insulin argine
DB11567,P06213,Insulin receptor,INSR_HUMAN,Insulin peglispro
DB11568,P06213,Insulin receptor,INSR_HUMAN,Insulin tregopil
DB12010,P06213,Insulin receptor,INSR_HUMAN,Fostamatinib
DB12267,P06213,Insulin receptor,INSR_HUMAN,Brigatinib
DB14751,P06213,Insulin receptor,INSR_HUMAN,Mecasermin rinfabate
DB15399,P06213,Insulin receptor,INSR_HUMAN,BMS-754807
DB16637,P06213,Insulin receptor,INSR_HUMAN,KW-2450 free base
DB00330,P9WNL9,Probable arabinosyltransferase A,EMBA_MYCTU,Ethambutol
DB00138,O60931,Cystinosin,CTNS_HUMAN,Cystine
DB00398,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,Sorafenib
DB04973,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,LErafAON
DB05190,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,XL281
DB05268,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,iCo-007
DB08862,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,Cholecystokinin
DB08896,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,Regorafenib
DB08912,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,Dabrafenib
DB11718,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,Encorafenib
DB12010,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1_HUMAN,Fostamatinib
DB00157,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUS8_HUMAN,NADH
DB00120,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,SYFA_HUMAN,Phenylalanine
DB09130,P29401,Transketolase,TKT_HUMAN,Copper
DB00166,Q9Y234,"Lipoyltransferase 1, mitochondrial",LIPT_HUMAN,Lipoic acid
DB00055,P12259,Coagulation factor V,FA5_HUMAN,Drotrecogin alfa
DB05777,P12259,Coagulation factor V,FA5_HUMAN,Thrombomodulin Alfa
DB11300,P12259,Coagulation factor V,FA5_HUMAN,Thrombin
DB11312,P12259,Coagulation factor V,FA5_HUMAN,Protein C
DB11571,P12259,Coagulation factor V,FA5_HUMAN,Human thrombin
DB11572,P12259,Coagulation factor V,FA5_HUMAN,Thrombin alfa
DB13149,P12259,Coagulation factor V,FA5_HUMAN,Protein S human
DB13151,P12259,Coagulation factor V,FA5_HUMAN,Anti-inhibitor coagulant complex
DB00147,O00764,Pyridoxal kinase,PDXK_HUMAN,Pyridoxal
DB00165,O00764,Pyridoxal kinase,PDXK_HUMAN,Pyridoxine
DB03909,O00764,Pyridoxal kinase,PDXK_HUMAN,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"
DB04770,O00764,Pyridoxal kinase,PDXK_HUMAN,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL"
DB04776,O00764,Pyridoxal kinase,PDXK_HUMAN,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol
DB00559,P24530,Endothelin B receptor,EDNRB_HUMAN,Bosentan
DB06138,P24530,Endothelin B receptor,EDNRB_HUMAN,IRL-1620
DB06268,P24530,Endothelin B receptor,EDNRB_HUMAN,Sitaxentan
DB06403,P24530,Endothelin B receptor,EDNRB_HUMAN,Ambrisentan
DB06460,P24530,Endothelin B receptor,EDNRB_HUMAN,Enrasentan
DB06558,P24530,Endothelin B receptor,EDNRB_HUMAN,Tezosentan
DB08932,P24530,Endothelin B receptor,EDNRB_HUMAN,Macitentan
DB00157,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL_HUMAN,NADH
DB00185,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Cevimeline
DB00193,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Tramadol
DB00202,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Succinylcholine
DB00209,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Trospium
DB00246,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Ziprasidone
DB00280,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Disopyramide
DB00332,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Ipratropium
DB00334,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Olanzapine
DB00342,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Terfenadine
DB00363,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Clozapine
DB00376,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Trihexyphenidyl
DB00383,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Oxyphencyclimine
DB00387,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Procyclidine
DB00408,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Loxapine
DB00411,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Carbamoylcholine
DB00424,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Hyoscyamine
DB00434,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Cyproheptadine
DB00458,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Imipramine
DB00462,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Methscopolamine bromide
DB00477,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Chlorpromazine
DB00496,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Darifenacin
DB00502,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Haloperidol
DB00505,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Tridihexethyl
DB00517,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Anisotropine methylbromide
DB00572,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Atropine
DB00599,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Thiopental
DB00622,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Nicardipine
DB00725,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Homatropine methylbromide
DB00747,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Scopolamine
DB00767,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Benzquinamide
DB00804,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Dicyclomine
DB00809,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Tropicamide
DB00835,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Brompheniramine
DB00934,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Maprotiline
DB00940,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Methantheline
DB00986,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Glycopyrronium
DB01019,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Bethanechol
DB01036,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Tolterodine
DB01062,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Oxybutynin
DB01069,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Promethazine
DB01085,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Pilocarpine
DB01142,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Doxepin
DB01151,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Desipramine
DB01224,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Quetiapine
DB01226,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Mivacurium
DB01231,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Diphenidol
DB01238,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Aripiprazole
DB01239,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Chlorprothixene
DB01337,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Pancuronium
DB01338,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Pipecuronium
DB01403,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Methotrimeprazine
DB01409,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Tiotropium
DB01591,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Solifenacin
DB01625,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Isopropamide
DB03128,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Acetylcholine
DB04365,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Arecoline
DB04843,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Mepenzolate
DB05752,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,ALKS 27
DB06153,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Pizotifen
DB06702,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Fesoterodine
DB06709,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Methacholine
DB06787,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Hexocyclium
DB08897,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Aclidinium
DB09076,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Umeclidinium
DB09089,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Trimebutine
DB09167,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Dosulepin
DB09185,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Viloxazine
DB09262,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Imidafenacin
DB09300,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Butylscopolamine
DB11181,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Homatropine
DB11235,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Thonzylamine
DB12278,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Propiverine
DB13581,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Rociverine
DB13720,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Diphemanil
DB14185,P20309,Muscarinic acetylcholine receptor M3,ACM3_HUMAN,Aripiprazole lauroxil
DB00119,P30613,Pyruvate kinase PKLR,KPYR_HUMAN,Pyruvic acid
DB02726,P30613,Pyruvate kinase PKLR,KPYR_HUMAN,2-Phosphoglycolic Acid
DB04551,P30613,Pyruvate kinase PKLR,KPYR_HUMAN,"beta-D-fructofuranose 1,6-bisphosphate"
DB16236,P30613,Pyruvate kinase PKLR,KPYR_HUMAN,Mitapivat
DB00761,Q9H2X9,Solute carrier family 12 member 5,S12A5_HUMAN,Potassium chloride
DB00887,Q9H2X9,Solute carrier family 12 member 5,S12A5_HUMAN,Bumetanide
DB00001,P00734,Prothrombin,THRB_HUMAN,Lepirudin
DB00006,P00734,Prothrombin,THRB_HUMAN,Bivalirudin
DB00055,P00734,Prothrombin,THRB_HUMAN,Drotrecogin alfa
DB00100,P00734,Prothrombin,THRB_HUMAN,Coagulation Factor IX (Recombinant)
DB00170,P00734,Prothrombin,THRB_HUMAN,Menadione
DB00278,P00734,Prothrombin,THRB_HUMAN,Argatroban
DB01123,P00734,Prothrombin,THRB_HUMAN,Proflavine
DB01225,P00734,Prothrombin,THRB_HUMAN,Enoxaparin
DB01593,P00734,Prothrombin,THRB_HUMAN,Zinc
DB01725,P00734,Prothrombin,THRB_HUMAN,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide"
DB01766,P00734,Prothrombin,THRB_HUMAN,Beta-(2-Naphthyl)-Alanine
DB01767,P00734,Prothrombin,THRB_HUMAN,Hemi-Babim
DB02287,P00734,Prothrombin,THRB_HUMAN,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine
DB02723,P00734,Prothrombin,THRB_HUMAN,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide"
DB03136,P00734,Prothrombin,THRB_HUMAN,4-Iodobenzo[B]Thiophene-2-Carboxamidine
DB03159,P00734,Prothrombin,THRB_HUMAN,CRA_8696
DB03847,P00734,Prothrombin,THRB_HUMAN,gamma-carboxy-L-glutamic acid
DB03865,P00734,Prothrombin,THRB_HUMAN,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine
DB04136,P00734,Prothrombin,THRB_HUMAN,Lysophosphotidylserine
DB04591,P00734,Prothrombin,THRB_HUMAN,"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE"
DB04697,P00734,Prothrombin,THRB_HUMAN,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE
DB04722,P00734,Prothrombin,THRB_HUMAN,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide"
DB04771,P00734,Prothrombin,THRB_HUMAN,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE
DB04772,P00734,Prothrombin,THRB_HUMAN,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE
DB04786,P00734,Prothrombin,THRB_HUMAN,Suramin
DB04898,P00734,Prothrombin,THRB_HUMAN,Ximelagatran
DB05714,P00734,Prothrombin,THRB_HUMAN,Flovagatran
DB05777,P00734,Prothrombin,THRB_HUMAN,Thrombomodulin Alfa
DB06404,P00734,Prothrombin,THRB_HUMAN,Human C1-esterase inhibitor
DB06695,P00734,Prothrombin,THRB_HUMAN,Dabigatran etexilate
DB06838,P00734,Prothrombin,THRB_HUMAN,methyl L-phenylalaninate
DB06841,P00734,Prothrombin,THRB_HUMAN,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium"
DB06845,P00734,Prothrombin,THRB_HUMAN,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide
DB06850,P00734,Prothrombin,THRB_HUMAN,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide
DB06853,P00734,Prothrombin,THRB_HUMAN,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
DB06858,P00734,Prothrombin,THRB_HUMAN,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
DB06859,P00734,Prothrombin,THRB_HUMAN,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE
DB06861,P00734,Prothrombin,THRB_HUMAN,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE
DB06865,P00734,Prothrombin,THRB_HUMAN,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID
DB06866,P00734,Prothrombin,THRB_HUMAN,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID
DB06868,P00734,Prothrombin,THRB_HUMAN,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide
DB06869,P00734,Prothrombin,THRB_HUMAN,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE
DB06878,P00734,Prothrombin,THRB_HUMAN,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide
DB06911,P00734,Prothrombin,THRB_HUMAN,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide
DB06919,P00734,Prothrombin,THRB_HUMAN,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide
DB06929,P00734,Prothrombin,THRB_HUMAN,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
DB06936,P00734,Prothrombin,THRB_HUMAN,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide
DB06942,P00734,Prothrombin,THRB_HUMAN,N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide
DB06947,P00734,Prothrombin,THRB_HUMAN,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide
DB06996,P00734,Prothrombin,THRB_HUMAN,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
DB07005,P00734,Prothrombin,THRB_HUMAN,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide
DB07016,P00734,Prothrombin,THRB_HUMAN,"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline"
DB07027,P00734,Prothrombin,THRB_HUMAN,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide
DB07083,P00734,Prothrombin,THRB_HUMAN,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide
DB07088,P00734,Prothrombin,THRB_HUMAN,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide
DB07091,P00734,Prothrombin,THRB_HUMAN,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide
DB07095,P00734,Prothrombin,THRB_HUMAN,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide
DB07105,P00734,Prothrombin,THRB_HUMAN,2-[2-(4-Chloro-Phenylsulfanyl)-Acetylamino]-3-(4-Guanidino-Phenyl)-Propionamide
DB07120,P00734,Prothrombin,THRB_HUMAN,"3-Carbamimidamido-1,1-diphenylurea"
DB07128,P00734,Prothrombin,THRB_HUMAN,"N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE"
DB07131,P00734,Prothrombin,THRB_HUMAN,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide
DB07133,P00734,Prothrombin,THRB_HUMAN,D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide
DB07143,P00734,Prothrombin,THRB_HUMAN,D-phenylalanyl-N-benzyl-L-prolinamide
DB07165,P00734,Prothrombin,THRB_HUMAN,N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE
DB07190,P00734,Prothrombin,THRB_HUMAN,3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide
DB07211,P00734,Prothrombin,THRB_HUMAN,(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE
DB07277,P00734,Prothrombin,THRB_HUMAN,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE
DB07278,P00734,Prothrombin,THRB_HUMAN,GW-813893
